STATION,STATION_NAME,DATE,EMXP,MXSD,TPCP,TSNW,EMXT,EMNT,MMXT,MMNT,MNTM
GHCND:US1WAKG0192,SEATTLE 5.6 N WA US,20150501,69,-9999,163,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1WAKG0192,SEATTLE 5.6 N WA US,20150601,25,-9999,51,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1WAKG0192,SEATTLE 5.6 N WA US,20150701,18,-9999,18,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1WAKG0192,SEATTLE 5.6 N WA US,20150801,287,-9999,290,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1WAKG0192,SEATTLE 5.6 N WA US,20150901,71,-9999,119,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1WAKG0192,SEATTLE 5.6 N WA US,20151001,239,-9999,842,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1WAKG0192,SEATTLE 5.6 N WA US,20151101,381,-9999,1651,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1WAKG0192,SEATTLE 5.6 N WA US,20151201,356,-9999,2096,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1MNHN0152,SAINT LOUIS PARK 0.5 ENE MN US,20150901,198,-9999,908,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1MNHN0152,SAINT LOUIS PARK 0.5 ENE MN US,20151001,251,-9999,680,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1MNHN0152,SAINT LOUIS PARK 0.5 ENE MN US,20151101,480,-9999,1098,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1MNHN0152,SAINT LOUIS PARK 0.5 ENE MN US,20151201,117,-9999,681,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1WAKG0190,SEATTLE 5.3 N WA US,20140101,201,-9999,1070,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1WAKG0190,SEATTLE 5.3 N WA US,20140201,389,-9999,1231,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1WAKG0190,SEATTLE 5.3 N WA US,20140301,368,-9999,2376,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1WAKG0190,SEATTLE 5.3 N WA US,20140401,155,-9999,813,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1WAKG0190,SEATTLE 5.3 N WA US,20140501,241,-9999,473,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1WAKG0190,SEATTLE 5.3 N WA US,20140601,64,-9999,304,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1WAKG0190,SEATTLE 5.3 N WA US,20140701,130,-9999,229,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1WAKG0190,SEATTLE 5.3 N WA US,20140801,241,-9999,365,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1WAKG0190,SEATTLE 5.3 N WA US,20140901,284,-9999,633,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1WAKG0190,SEATTLE 5.3 N WA US,20141001,297,-9999,1557,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1WAKG0190,SEATTLE 5.3 N WA US,20141101,234,-9999,1306,13,-9999,-9999,-9999,-9999,-9999
GHCND:US1WAKG0190,SEATTLE 5.3 N WA US,20141201,272,-9999,1482,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1WAKG0190,SEATTLE 5.3 N WA US,20150101,241,-9999,549,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1WAKG0190,SEATTLE 5.3 N WA US,20150201,170,-9999,320,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1WAKG0190,SEATTLE 5.3 N WA US,20150301,470,-9999,938,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1WAKG0190,SEATTLE 5.3 N WA US,20150401,99,-9999,290,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1WAKG0190,SEATTLE 5.3 N WA US,20150501,53,-9999,139,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1WAKG0190,SEATTLE 5.3 N WA US,20150601,36,-9999,84,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1WAKG0190,SEATTLE 5.3 N WA US,20150701,38,-9999,38,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1WAKG0190,SEATTLE 5.3 N WA US,20150801,328,-9999,720,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1WAKG0190,SEATTLE 5.3 N WA US,20150901,124,-9999,304,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1WAKG0190,SEATTLE 5.3 N WA US,20151001,201,-9999,559,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1WAKG0190,SEATTLE 5.3 N WA US,20151101,356,-9999,1400,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1WAKG0190,SEATTLE 5.3 N WA US,20151201,328,-9999,1751,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1MNHN0030,PLYMOUTH 2.4 ENE MN US,20140101,519,356,1091,495,-9999,-9999,-9999,-9999,-9999
GHCND:US1MNHN0030,PLYMOUTH 2.4 ENE MN US,20140201,482,686,680,353,-9999,-9999,-9999,-9999,-9999
GHCND:US1MNHN0030,PLYMOUTH 2.4 ENE MN US,20140301,260,-9999,427,96,-9999,-9999,-9999,-9999,-9999
GHCND:US1MNHN0030,PLYMOUTH 2.4 ENE MN US,20140401,516,229,1820,432,-9999,-9999,-9999,-9999,-9999
GHCND:US1MNHN0030,PLYMOUTH 2.4 ENE MN US,20140501,523,-9999,856,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1MNHN0030,PLYMOUTH 2.4 ENE MN US,20140601,767,-9999,1281,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1MNHN0030,PLYMOUTH 2.4 ENE MN US,20140701,452,-9999,1102,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1MNHN0030,PLYMOUTH 2.4 ENE MN US,20140801,241,-9999,710,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1MNHN0030,PLYMOUTH 2.4 ENE MN US,20140901,117,-9999,416,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1MNHN0030,PLYMOUTH 2.4 ENE MN US,20141001,127,-9999,274,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1MNHN0030,PLYMOUTH 2.4 ENE MN US,20141101,270,112,500,193,-9999,-9999,-9999,-9999,-9999
GHCND:US1MNHN0030,PLYMOUTH 2.4 ENE MN US,20141201,214,140,381,168,-9999,-9999,-9999,-9999,-9999
GHCND:US1MNHN0030,PLYMOUTH 2.4 ENE MN US,20150101,50,127,108,109,-9999,-9999,-9999,-9999,-9999
GHCND:US1MNHN0030,PLYMOUTH 2.4 ENE MN US,20150201,92,-9999,112,40,-9999,-9999,-9999,-9999,-9999
GHCND:US1MNHN0030,PLYMOUTH 2.4 ENE MN US,20150301,106,71,228,165,-9999,-9999,-9999,-9999,-9999
GHCND:US1MNHN0030,PLYMOUTH 2.4 ENE MN US,20150401,147,-9999,418,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1MNHN0030,PLYMOUTH 2.4 ENE MN US,20150501,224,-9999,1036,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1MNHN0030,PLYMOUTH 2.4 ENE MN US,20150601,173,-9999,645,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1MNHN0030,PLYMOUTH 2.4 ENE MN US,20150701,498,-9999,1336,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1MNHN0030,PLYMOUTH 2.4 ENE MN US,20150801,307,-9999,868,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1MNHN0030,PLYMOUTH 2.4 ENE MN US,20150901,224,-9999,933,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1MNHN0030,PLYMOUTH 2.4 ENE MN US,20151001,221,-9999,744,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1MNHN0030,PLYMOUTH 2.4 ENE MN US,20151101,452,18,972,36,-9999,-9999,-9999,-9999,-9999
GHCND:US1MNHN0030,PLYMOUTH 2.4 ENE MN US,20151201,94,102,344,132,-9999,-9999,-9999,-9999,-9999
GHCND:US1MNHN0151,MINNEAPOLIS 4.6 NNW MN US,20150501,226,-9999,647,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1MNHN0151,MINNEAPOLIS 4.6 NNW MN US,20150601,236,-9999,605,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1MNHN0151,MINNEAPOLIS 4.6 NNW MN US,20150701,551,-9999,1321,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1MNHN0151,MINNEAPOLIS 4.6 NNW MN US,20150801,290,-9999,776,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1MNHN0151,MINNEAPOLIS 4.6 NNW MN US,20150901,165,-9999,860,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1MNHN0151,MINNEAPOLIS 4.6 NNW MN US,20151001,201,-9999,621,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1MNHN0151,MINNEAPOLIS 4.6 NNW MN US,20151101,505,-9999,958,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1MNHN0150,MAPLE GROVE 1.8 NE MN US,20150401,8,-9999,21,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1MNHN0150,MAPLE GROVE 1.8 NE MN US,20150501,226,-9999,1054,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1MNHN0150,MAPLE GROVE 1.8 NE MN US,20150601,221,-9999,708,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1MNHN0150,MAPLE GROVE 1.8 NE MN US,20150701,455,-9999,1669,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1MNHN0150,MAPLE GROVE 1.8 NE MN US,20150801,254,-9999,990,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1MNHN0150,MAPLE GROVE 1.8 NE MN US,20150901,239,-9999,881,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1MNHN0150,MAPLE GROVE 1.8 NE MN US,20151001,287,-9999,829,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1MNHN0150,MAPLE GROVE 1.8 NE MN US,20151101,361,-9999,944,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1MNHN0150,MAPLE GROVE 1.8 NE MN US,20151201,238,69,739,202,-9999,-9999,-9999,-9999,-9999
GHCND:US1MNHN0037,PLYMOUTH 0.8 SSE MN US,20140401,406,-9999,1236,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1MNHN0037,PLYMOUTH 0.8 SSE MN US,20140501,472,-9999,893,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1MNHN0037,PLYMOUTH 0.8 SSE MN US,20140601,813,-9999,1910,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1MNHN0037,PLYMOUTH 0.8 SSE MN US,20140701,320,-9999,609,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1MNHN0037,PLYMOUTH 0.8 SSE MN US,20140801,191,-9999,298,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1MNHN0037,PLYMOUTH 0.8 SSE MN US,20140901,66,-9999,185,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1MNHN0037,PLYMOUTH 0.8 SSE MN US,20141001,132,-9999,226,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1MNHN0037,PLYMOUTH 0.8 SSE MN US,20150401,152,-9999,286,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1MNHN0037,PLYMOUTH 0.8 SSE MN US,20150501,175,-9999,657,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1MNHN0037,PLYMOUTH 0.8 SSE MN US,20150601,335,-9999,665,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1MNHN0037,PLYMOUTH 0.8 SSE MN US,20150701,526,-9999,1049,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1MNHN0037,PLYMOUTH 0.8 SSE MN US,20150801,411,-9999,726,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1MNHN0037,PLYMOUTH 0.8 SSE MN US,20150901,140,-9999,601,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1MNHN0037,PLYMOUTH 0.8 SSE MN US,20151001,191,-9999,304,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1MNHN0036,MINNETONKA 0.7 WSW MN US,20140401,554,-9999,1683,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1MNHN0036,MINNETONKA 0.7 WSW MN US,20140501,452,-9999,1012,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1MNHN0036,MINNETONKA 0.7 WSW MN US,20140601,706,-9999,2852,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1MNHN0036,MINNETONKA 0.7 WSW MN US,20140701,277,-9999,527,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1MNHN0036,MINNETONKA 0.7 WSW MN US,20140801,274,-9999,501,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1MNHN0036,MINNETONKA 0.7 WSW MN US,20140901,109,-9999,257,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1MNHN0036,MINNETONKA 0.7 WSW MN US,20141001,10,-9999,23,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1MNHN0036,MINNETONKA 0.7 WSW MN US,20150401,185,-9999,513,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1MNHN0036,MINNETONKA 0.7 WSW MN US,20150501,267,-9999,1125,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1MNHN0036,MINNETONKA 0.7 WSW MN US,20150601,498,-9999,1280,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1MNHN0036,MINNETONKA 0.7 WSW MN US,20150701,721,-9999,1989,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1MNHN0036,MINNETONKA 0.7 WSW MN US,20150801,363,-9999,790,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1MNHN0036,MINNETONKA 0.7 WSW MN US,20150901,206,-9999,880,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1MNHN0036,MINNETONKA 0.7 WSW MN US,20151001,79,-9999,158,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1MNHN0036,MINNETONKA 0.7 WSW MN US,20151101,424,-9999,424,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1MNHN0157,MAPLE GROVE 2.7 ENE MN US,20150801,107,-9999,107,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1MNHN0157,MAPLE GROVE 2.7 ENE MN US,20150901,224,-9999,353,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1MNHN0157,MAPLE GROVE 2.7 ENE MN US,20151001,297,-9999,825,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1MNHN0157,MAPLE GROVE 2.7 ENE MN US,20151101,244,-9999,427,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1MNHN0157,MAPLE GROVE 2.7 ENE MN US,20151201,356,0,751,140,-9999,-9999,-9999,-9999,-9999
GHCND:US1MNHN0156,MINNETONKA 1.8 SW MN US,20150701,419,-9999,1250,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1MNHN0156,MINNETONKA 1.8 SW MN US,20150801,401,-9999,879,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1MNHN0156,MINNETONKA 1.8 SW MN US,20150901,282,-9999,746,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1MNHN0156,MINNETONKA 1.8 SW MN US,20151001,216,-9999,379,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1MNHN0156,MINNETONKA 1.8 SW MN US,20151101,450,-9999,1134,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1MNHN0156,MINNETONKA 1.8 SW MN US,20151201,74,-9999,74,0,-9999,-9999,-9999,-9999,-9999
GHCND:USC00458278,TACOMA NUMBER 1 WA US,20140101,328,-9999,1092,-9999,144,-28,87,32,59
GHCND:USC00458278,TACOMA NUMBER 1 WA US,20140201,660,-9999,1900,-9999,128,-67,79,21,50
GHCND:USC00458278,TACOMA NUMBER 1 WA US,20140301,259,-9999,2239,-9999,172,6,134,54,94
GHCND:USC00458278,TACOMA NUMBER 1 WA US,20140401,188,-9999,1071,-9999,239,50,160,67,114
GHCND:USC00458278,TACOMA NUMBER 1 WA US,20140501,244,-9999,821,-9999,317,72,207,105,156
GHCND:USC00458278,TACOMA NUMBER 1 WA US,20140601,84,-9999,240,-9999,256,94,223,118,171
GHCND:USC00458278,TACOMA NUMBER 1 WA US,20140701,79,-9999,84,-9999,317,111,268,145,206
GHCND:USC00458278,TACOMA NUMBER 1 WA US,20140801,292,-9999,437,-9999,311,122,257,148,203
GHCND:USC00458278,TACOMA NUMBER 1 WA US,20140901,302,-9999,575,-9999,283,78,227,128,177
GHCND:USC00458278,TACOMA NUMBER 1 WA US,20141001,325,-9999,1575,-9999,239,67,179,112,146
GHCND:USC00458278,TACOMA NUMBER 1 WA US,20141101,318,-9999,1660,-9999,167,-61,110,41,76
GHCND:USC00458278,TACOMA NUMBER 1 WA US,20141201,244,-9999,1241,-9999,189,-44,98,37,67
GHCND:USC00458278,TACOMA NUMBER 1 WA US,20150101,188,-9999,1011,-9999,161,-39,102,44,73
GHCND:USC00458278,TACOMA NUMBER 1 WA US,20150201,257,-9999,1173,-9999,161,-6,125,62,93
GHCND:USC00458278,TACOMA NUMBER 1 WA US,20150301,424,-9999,1035,-9999,206,-11,148,63,105
GHCND:USC00458278,TACOMA NUMBER 1 WA US,20150401,102,-9999,397,-9999,233,33,158,66,112
GHCND:USC00458278,TACOMA NUMBER 1 WA US,20150501,69,-9999,189,-9999,267,67,199,107,153
GHCND:USC00458278,TACOMA NUMBER 1 WA US,20150601,30,-9999,55,-9999,300,106,256,139,197
GHCND:USC00458278,TACOMA NUMBER 1 WA US,20150701,119,-9999,119,-9999,344,133,275,157,216
GHCND:USC00458278,TACOMA NUMBER 1 WA US,20150801,328,-9999,562,-9999,322,111,258,146,202
GHCND:USC00458278,TACOMA NUMBER 1 WA US,20150901,79,-9999,286,-9999,256,61,202,113,158
GHCND:USC00458278,TACOMA NUMBER 1 WA US,20151001,686,-9999,1559,-9999,222,61,173,103,138
GHCND:USC00458278,TACOMA NUMBER 1 WA US,20151101,615,-9999,2089,-9999,167,-28,100,35,68
GHCND:USC00458278,TACOMA NUMBER 1 WA US,20151201,493,-9999,3110,-9999,161,-44,85,39,62
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20140101,201,-9999,934,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20140201,173,-9999,675,33,-9999,-9999,-9999,-9999,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20140301,391,-9999,1927,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20140401,178,-9999,377,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20140501,290,-9999,544,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20140601,53,-9999,191,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20140701,137,-9999,228,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20140801,0,-9999,0,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20140901,284,-9999,608,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20141001,300,-9999,1162,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20141101,294,25,1097,25,-9999,-9999,-9999,-9999,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20141201,292,-9999,1352,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20150101,119,-9999,326,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20150201,221,-9999,943,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20150301,417,-9999,952,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20150401,99,-9999,251,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20150501,112,-9999,130,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1WAKG0065,BELLEVUE 1.8 W WA US,20140101,244,-9999,1102,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1WAKG0065,BELLEVUE 1.8 W WA US,20140201,373,76,1608,76,-9999,-9999,-9999,-9999,-9999
GHCND:US1WAKG0065,BELLEVUE 1.8 W WA US,20140301,348,-9999,2376,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1WAKG0065,BELLEVUE 1.8 W WA US,20140401,191,-9999,967,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1WAKG0065,BELLEVUE 1.8 W WA US,20140501,290,-9999,729,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1WAKG0065,BELLEVUE 1.8 W WA US,20140601,81,-9999,323,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1WAKG0065,BELLEVUE 1.8 W WA US,20140701,277,-9999,358,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1WAKG0065,BELLEVUE 1.8 W WA US,20140801,417,-9999,545,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1WAKG0065,BELLEVUE 1.8 W WA US,20140901,274,-9999,954,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1WAKG0065,BELLEVUE 1.8 W WA US,20141001,328,-9999,1846,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1WAKG0065,BELLEVUE 1.8 W WA US,20141101,401,0,1611,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1WAKG0065,BELLEVUE 1.8 W WA US,20141201,353,-9999,1550,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1WAKG0065,BELLEVUE 1.8 W WA US,20150101,269,-9999,769,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1WAKG0065,BELLEVUE 1.8 W WA US,20150201,269,-9999,1335,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1WAKG0065,BELLEVUE 1.8 W WA US,20150301,556,-9999,1193,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1WAKG0065,BELLEVUE 1.8 W WA US,20150401,213,-9999,755,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1WAKG0065,BELLEVUE 1.8 W WA US,20150501,61,-9999,171,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1WAKG0065,BELLEVUE 1.8 W WA US,20150601,36,-9999,72,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1WAKG0065,BELLEVUE 1.8 W WA US,20150701,25,-9999,73,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1WAKG0065,BELLEVUE 1.8 W WA US,20150801,302,-9999,714,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1WAKG0065,BELLEVUE 1.8 W WA US,20150901,251,-9999,588,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1WAKG0065,BELLEVUE 1.8 W WA US,20151001,211,-9999,1057,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1WAKG0065,BELLEVUE 1.8 W WA US,20151101,478,-9999,2006,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1WAKG0065,BELLEVUE 1.8 W WA US,20151201,429,-9999,2724,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1AZMR0242,PHOENIX 10.0 S AZ US,20140101,0,-9999,0,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1AZMR0242,PHOENIX 10.0 S AZ US,20140201,0,-9999,0,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1AZMR0242,PHOENIX 10.0 S AZ US,20140301,234,-9999,234,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1AZMR0242,PHOENIX 10.0 S AZ US,20140401,0,-9999,0,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1AZMR0242,PHOENIX 10.0 S AZ US,20140501,0,-9999,0,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1AZMR0242,PHOENIX 10.0 S AZ US,20140601,0,-9999,0,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1AZMR0242,PHOENIX 10.0 S AZ US,20140701,0,-9999,0,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1AZMR0242,PHOENIX 10.0 S AZ US,20140801,203,-9999,257,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1AZMR0242,PHOENIX 10.0 S AZ US,20140901,937,-9999,1522,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1AZMR0242,PHOENIX 10.0 S AZ US,20141001,20,-9999,35,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1AZMR0242,PHOENIX 10.0 S AZ US,20141101,0,-9999,0,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1AZMR0242,PHOENIX 10.0 S AZ US,20141201,165,-9999,295,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1AZMR0242,PHOENIX 10.0 S AZ US,20150101,152,-9999,257,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1AZMR0242,PHOENIX 10.0 S AZ US,20150201,13,-9999,26,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1AZMR0242,PHOENIX 10.0 S AZ US,20150301,46,-9999,85,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1AZMR0242,PHOENIX 10.0 S AZ US,20150401,0,-9999,0,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1AZMR0242,PHOENIX 10.0 S AZ US,20150501,292,-9999,315,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1AZMR0242,PHOENIX 10.0 S AZ US,20150601,51,-9999,69,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1AZMR0242,PHOENIX 10.0 S AZ US,20150701,119,-9999,147,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1AZMR0242,PHOENIX 10.0 S AZ US,20150801,175,-9999,521,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1AZMR0242,PHOENIX 10.0 S AZ US,20150901,81,-9999,81,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1AZMR0242,PHOENIX 10.0 S AZ US,20151001,140,-9999,332,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1AZMR0242,PHOENIX 10.0 S AZ US,20151101,81,-9999,106,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1AZMR0242,PHOENIX 10.0 S AZ US,20151201,36,-9999,44,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1AZMR0362,RIO VERDE 0.7 SW AZ US,20140301,460,-9999,501,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1AZMR0362,RIO VERDE 0.7 SW AZ US,20140401,13,-9999,21,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1AZMR0362,RIO VERDE 0.7 SW AZ US,20140601,0,-9999,0,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1AZMR0362,RIO VERDE 0.7 SW AZ US,20140701,28,-9999,57,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1AZMR0362,RIO VERDE 0.7 SW AZ US,20140801,422,-9999,627,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1AZMR0362,RIO VERDE 0.7 SW AZ US,20140901,396,-9999,1123,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1AZMR0362,RIO VERDE 0.7 SW AZ US,20141001,89,-9999,99,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1AZMR0362,RIO VERDE 0.7 SW AZ US,20141201,114,-9999,376,-9999,-9999,-9999,-9999,-9999,-9999
